origin_date,horizon_months,target_date,model,forecast,lower_80,upper_80,lower_95,upper_95,observed,error,abs_error,squared_error,covered_80,covered_95
2023-05-01,1,2023-06-01,naive,3.15,3.009446676015734,3.2905533239842657,2.935042240731465,3.3649577592685347,3.17,0.020000000000000018,0.020000000000000018,0.0004000000000000007,True,True
2023-05-01,3,2023-08-01,naive,3.15,2.906554501686563,3.393445498313437,2.7776822394657374,3.5223177605342624,3.24,0.0900000000000003,0.0900000000000003,0.008100000000000055,True,True
2023-05-01,6,2023-11-01,naive,3.15,2.8057160745864604,3.4942839254135394,2.6234631735400677,3.676536826459932,3.26,0.10999999999999988,0.10999999999999988,0.012099999999999972,True,True
2023-05-01,1,2023-06-01,ets,3.2259759856750208,3.104109458811003,3.3478425125390383,3.039597216379885,3.4123547549701567,3.17,-0.05597598567502082,0.05597598567502082,0.0031333109722901363,True,True
2023-05-01,3,2023-08-01,ets,3.3433850490413635,3.1600293256069247,3.526740772475802,3.0629666687336847,3.623803429349042,3.24,-0.10338504904136325,0.10338504904136325,0.010688468365285085,True,True
2023-05-01,6,2023-11-01,ets,3.4625016533002397,3.166494973758723,3.7585083328417563,3.009798502929447,3.9152048036710325,3.26,-0.20250165330023995,0.20250165330023995,0.04100691958933058,True,True
2023-05-01,1,2023-06-01,arima,3.2118663448682168,3.090291323755386,3.3334413659810473,3.025933395147551,3.3977992945888826,3.17,-0.04186634486821683,0.04186634486821683,0.0017527908326244658,True,True
2023-05-01,3,2023-08-01,arima,3.307255000225708,3.124910469084623,3.489599531366793,3.0283831050768812,3.5861268953745347,3.24,-0.06725500022570774,0.06725500022570774,0.004523235055359948,True,True
2023-05-01,6,2023-11-01,arima,3.3874632253881094,3.0992143569234987,3.67571209385272,2.946624623209055,3.828301827567164,3.26,-0.1274632253881096,0.1274632253881096,0.01624687382634003,True,True
2023-05-01,1,2023-06-01,arimax_euribor,3.1732329499471423,3.0477283320743673,3.2987375678199173,2.981290200597397,3.3651756992968878,3.17,-0.003232949947142405,0.003232949947142405,1.045196536072808e-05,True,True
2023-05-01,3,2023-08-01,arimax_euribor,3.21314621577633,3.0051191418242937,3.4211732897283667,2.8949962608956796,3.5312961706569808,3.24,0.02685378422367002,0.02685378422367002,0.0007211257271314288,True,True
2023-05-01,6,2023-11-01,arimax_euribor,3.2406915526661093,2.9449108916625257,3.536472213669693,2.788334067819902,3.6930490375123166,3.26,0.019308447333890477,0.019308447333890477,0.00037281613844562225,True,True
2023-06-01,1,2023-07-01,naive,3.17,3.029818794654436,3.3101812053455637,2.9556113470783654,3.3843886529216345,3.23,0.06000000000000005,0.06000000000000005,0.0036000000000000064,True,True
2023-06-01,3,2023-09-01,naive,3.17,2.9271990300752377,3.412800969924762,2.7986679605734794,3.5413320394265204,3.27,0.10000000000000009,0.10000000000000009,0.010000000000000018,True,True
2023-06-01,6,2023-12-01,naive,3.17,2.8266275753750594,3.5133724246249405,2.644857193699354,3.695142806300646,3.33,0.16000000000000014,0.16000000000000014,0.025600000000000046,True,True
2023-06-01,1,2023-07-01,ets,3.2476210516260706,3.125987403276972,3.369254699975169,3.0615984392849627,3.4336436639671786,3.23,-0.01762105162607064,0.01762105162607064,0.0003105014604086467,True,True
2023-06-01,3,2023-09-01,ets,3.3309650616239326,3.1477795565422433,3.514150566705622,3.050807007821926,3.611123115425939,3.27,-0.06096506162393256,0.06096506162393256,0.0037167387388098946,True,True
2023-06-01,6,2023-12-01,ets,3.414782188313422,3.119920058291324,3.70964431833552,2.963829475378699,3.865734901248145,3.33,-0.08478218831342188,0.08478218831342188,0.0071880194552125295,True,True
2023-06-01,1,2023-07-01,arima,3.2332231646353073,3.11185287535294,3.3545934539176745,3.0476033252295016,3.418843004041113,3.23,-0.003223164635307363,0.003223164635307363,1.0388790266296046e-05,True,True
2023-06-01,3,2023-09-01,arima,3.295878855615902,3.113706858363122,3.4780508528686824,3.0172708282787823,3.574486882953022,3.27,-0.025878855615902197,0.025878855615902197,0.0006697151679887127,True,True
2023-06-01,6,2023-12-01,arima,3.346119824140541,3.058693212233912,3.63354643604717,2.9065387548482042,3.7857008934328777,3.33,-0.016119824140540917,0.016119824140540917,0.00025984873032196574,True,True
2023-06-01,1,2023-07-01,arimax_euribor,3.2001279794867443,3.0733268081806617,3.326929150792827,3.0062023227756125,3.394053636197876,3.23,0.02987202051325566,0.02987202051325566,0.0008923376095443669,True,True
2023-06-01,3,2023-09-01,arimax_euribor,3.1718076591692834,2.9711041331044488,3.372511185234118,2.8648581042443455,3.4787572140942213,3.27,0.0981923408307166,0.0981923408307166,0.009641735797815614,True,True
2023-06-01,6,2023-12-01,arimax_euribor,3.156197231981801,2.869080310311273,3.443314153652329,2.7170897930336815,3.5953046709299206,3.33,0.17380276801819905,0.17380276801819905,0.030207402170787913,True,True
2023-07-01,1,2023-08-01,naive,3.23,3.0900452540852177,3.3699547459147823,3.0159576868903746,3.4440423131096254,3.24,0.010000000000000231,0.010000000000000231,0.00010000000000000461,True,True
2023-07-01,3,2023-10-01,naive,3.23,2.987591269315204,3.472408730684796,2.859267838724563,3.600732161275437,3.31,0.08000000000000007,0.08000000000000007,0.006400000000000012,True,True
2023-07-01,6,2024-01-01,naive,3.23,2.8871822854279148,3.572817714572085,2.705705549516388,3.754294450483612,3.44,0.20999999999999996,0.20999999999999996,0.044099999999999986,True,True
2023-07-01,1,2023-08-01,ets,3.2796406302284367,3.1583433225666435,3.40093793789023,3.094132406579425,3.4651488538774484,3.24,-0.039640630228436446,0.039640630228436446,0.0015713795649076293,True,True
2023-07-01,3,2023-10-01,ets,3.3454356229212734,3.1626233889179445,3.5282478569246023,3.06584843797053,3.625022807872017,3.31,-0.035435622921273335,0.035435622921273335,0.0012556833718186723,True,True
2023-07-01,6,2024-01-01,ets,3.4114420929272544,3.117348726534038,3.705535459320471,2.9616651025040106,3.8612190833504982,3.44,0.028557907072745525,0.028557907072745525,0.0008155540563755689,True,True
2023-07-01,1,2023-08-01,arima,3.2660689472033453,3.1451626175601475,3.386975276846543,3.0811586728337823,3.4509792215729083,3.24,-0.026068947203345072,0.026068947203345072,0.0006795900082907928,True,True
2023-07-01,3,2023-10-01,arima,3.314112018712479,3.1327916327705543,3.4954324046544034,3.036806418482453,3.5914176189425047,3.31,-0.004112018712478793,0.004112018712478793,1.6908697891775753e-05,True,True
2023-07-01,6,2024-01-01,arima,3.351340995153753,3.0651721053841046,3.6375098849234018,2.9136834458798964,3.78899854442761,3.44,0.08865900484624678,0.08865900484624678,0.00786041914032681,True,True
2023-07-01,1,2023-08-01,arimax_euribor,3.2506815821228017,3.129456991624456,3.3719061726211472,3.065284569778311,3.4360785944672925,3.24,-0.010681582122801458,0.010681582122801458,0.00011409619664615171,True,True
