issue_date,origin_date,target_date,horizon_months,model,forecast,lower_80,upper_80,lower_95,upper_95,observed,error,abs_error
2026-09-10,2026-05-01,2026-06-01,1,ets,2.954670491268036,2.8360876126615984,3.073253369874473,2.773313628617772,3.1360273539182995,2.96,0.005329508731963806,0.005329508731963806
2026-09-10,2026-05-01,2026-08-01,3,ets,2.983196570519629,2.8051539410038613,3.1612392000353964,2.710903866155898,3.2554892748833595,,,
2026-09-10,2026-05-01,2026-11-01,6,ets,3.011621683534586,2.7297316436683263,3.293511723400846,2.580508070479426,3.4427352965897464,,,
2026-09-10,2026-06-01,2026-07-01,1,naive,2.96,2.8257215728793,3.0942784271207,2.7546388673440396,3.1653611326559603,,,
2026-09-10,2026-06-01,2026-09-01,3,ets,2.999570121160798,2.8220521777763397,3.1770880645452566,2.7280798549885543,3.271060387333042,,,
2026-09-10,2026-06-01,2026-12-01,6,ets,3.0250180400711377,2.7437722118433125,3.306263868298963,2.5948896636960304,3.455146416446245,,,
